"device_database_name","address","name","version","logging_interval","last_pointer","mode","last_download","thresholds","calibration_temp","calibration_dewp","calibration_press","calibration_humi"
"162","2019-Jul-11 04:01","11.3","52","1.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"163","2019-Jul-11 05:01","11.6","46.9","0.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"164","2019-Jul-11 06:01","9.6","51.7","0.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"165","2019-Jul-11 07:01","13.2","48.1","2.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"166","2019-Jul-11 08:01","18.8","48.7","7.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"167","2019-Jul-11 09:01","24.7","27.9","5.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"168","2019-Jul-11 10:01","27.1","22.9","4.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"169","2019-Jul-11 11:01","28.6","19","2.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"170","2019-Jul-11 12:01","26.5","18.9","1.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"171","2019-Jul-11 13:01","28.1","19.6","2.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"172","2019-Jul-11 14:01","28.4","17.3","1.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"173","2019-Jul-11 15:01","26.9","18.9","1.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"174","2019-Jul-11 16:01","28.0","19","2.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"175","2019-Jul-11 17:01","27.6","18.9","2.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"176","2019-Jul-11 18:01","25.7","22","2.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"177","2019-Jul-11 19:01","20.2","33.6","3.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"178","2019-Jul-11 20:01","18.1","39.7","4.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"179","2019-Jul-11 21:01","14.1","44.5","2.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"180","2019-Jul-11 22:01","13.6","45.3","2.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"181","2019-Jul-11 23:01","11.7","49.5","1.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"182","2019-Jul-12 00:01","12.0","49.4","1.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"183","2019-Jul-12 01:01","10.0","52.8","0.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
